Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Origin file;Origin frame number;Origin track;Origin track frame number
2014-05-01_11-00/frameAnnotations-cam1.avi_annotations/stop_1398990984.avi_image4.png;stop;863;435;911;480;training/2014-05-01_11-00/cam1.avi;4188;stop_1398990984.avi;21
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993557.avi_image13.png;stop;1115;286;1222;412;training/2014-05-01_11-40/cam1.avi;10920;stop_1398993557.avi;66
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398992997.avi_image17.png;stop;1057;359;1165;467;training/2014-05-01_11-40/cam1.avi;730;stop_1398992997.avi;86
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988202.avi_image4.png;stop;360;427;405;473;training/2014-05-01_10-40/cam1.avi;9349;stop_1398988202.avi;21
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812002.avi_image5.png;stop;988;423;1037;475;training/2014-04-24_10-59/cam1.avi;2260;stop_1398812002.avi;26
2014-04-24_10-59/frameAnnotations-cam1-2.avi_annotations/stop_1399493548.avi_image5.png;stop;1000;408;1038;452;training/2014-04-24_10-59/cam1-2.avi;1322;stop_1399493548.avi;26
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993385.avi_image1.png;stop;1025;405;1074;462;training/2014-05-01_11-40/cam1.avi;6772;stop_1398993385.avi;6
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984396.avi_image3.png;stop;716;457;743;483;training/2014-04-24_11-43/cam1.avi;3829;stop_1398984396.avi;16
2014-05-01_17-03/2/frameAnnotations-2.avi_annotations/stop_1404948342.avi_image21.png;stop;1172;346;1249;437;training/2014-05-01_17-03/2/2.avi;1192;stop_1404948342.avi;106
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812870.avi_image1.png;stop;729;442;755;470;training/2014-04-24_10-59/cam1.avi;12055;stop_1398812870.avi;6
2014-07-09_17-38/1/frameAnnotations-1.avi_annotations/stop_1405034255.avi_image8.png;stop;1126;267;1212;377;training/2014-07-09_17-38/1/1.avi;1812;stop_1405034255.avi;41
2014-07-07_17-19/frameAnnotations-cam1.avi_annotations/stop_1404939571.avi_image1.png;stop;1057;424;1100;467;training/2014-07-07_17-19/cam1.avi;9265;stop_1404939571.avi;6
2014-07-09_18-34/1/frameAnnotations-1.avi_annotations/stop_1405038586.avi_image1.png;stop;1011;433;1045;467;training/2014-07-09_18-34/1/1.avi;1752;stop_1405038586.avi;6
2014-05-01_17-03/2/frameAnnotations-2.avi_annotations/stop_1404948342.avi_image12.png;stop;1071;365;1141;444;training/2014-05-01_17-03/2/2.avi;1147;stop_1404948342.avi;61
2014-07-09_17-38/2/frameAnnotations-2.avi_annotations/stop_1405035011.avi_image4.png;stop;1014;294;1109;390;training/2014-07-09_17-38/2/2.avi;13024;stop_1405035011.avi;21
2014-04-24_10-59/frameAnnotations-cam1-2.avi_annotations/stop_1399493611.avi_image1.png;stop;780;443;807;471;training/2014-04-24_10-59/cam1-2.avi;3777;stop_1399493611.avi;6
2014-05-01_16-29/1/frameAnnotations-1.avi_annotations/stop_1404941242.avi_image3.png;stop;939;441;980;483;training/2014-05-01_16-29/1.avi;5655;stop_1404941242.avi;16
2014-07-10_12-25/1/frameAnnotations-1.avi_annotations/stop_1405106401.avi_image1.png;stop;885;456;929;497;training/2014-07-10_12-25/1/1.avi;3445;stop_1405106401.avi;6
2014-05-01_17-03/1/frameAnnotations-1.avi_annotations/stop_1404947715.avi_image7.png;stop;1044;268;1150;383;training/2014-05-01_17-03/1/1.avi;4937;stop_1404947715.avi;36
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404942069.avi_image3.png;stop;1161;416;1226;486;training/2014-05-01_16-29/2/2.avi;5508;stop_1404942069.avi;16
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984579.avi_image1.png;stop;783;395;816;427;training/2014-04-24_11-43/cam1.avi;7410;stop_1398984579.avi;6
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812648.avi_image14.png;stop;1122;267;1199;373;training/2014-04-24_10-59/cam1.avi;7938;stop_1398812648.avi;71
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812870.avi_image8.png;stop;1118;320;1192;413;training/2014-04-24_10-59/cam1.avi;12090;stop_1398812870.avi;41
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993352.avi_image2.png;stop;833;490;867;527;training/2014-05-01_11-40/cam1.avi;6176;stop_1398993352.avi;11
2014-07-11_13-17/1/frameAnnotations-1.avi_annotations/stop_1405361870.avi_image2.png;stop;962;378;1020;430;training/2014-07-11_13-17/1/1.avi;3854;stop_1405361870.avi;11
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984579.avi_image7.png;stop;1098;357;1153;426;training/2014-04-24_11-43/cam1.avi;7440;stop_1398984579.avi;36
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993557.avi_image3.png;stop;794;432;841;482;training/2014-05-01_11-40/cam1.avi;10870;stop_1398993557.avi;16
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404941897.avi_image6.png;stop;358;429;397;467;training/2014-05-01_16-29/2/2.avi;2357;stop_1404941897.avi;37
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812679.avi_image7.png;stop;768;400;808;442;training/2014-04-24_10-59/cam1.avi;8284;stop_1398812679.avi;36
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993494.avi_image14.png;stop;706;424;765;482;training/2014-05-01_11-40/cam1.avi;9751;stop_1398993494.avi;71
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043638.avi_image2.png;stop;1035;360;1106;435;training/2014-07-10_12-00/1/1.avi;3841;stop_1405043638.avi;11
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984732.avi_image1.png;stop;1005;433;1035;463;training/2014-04-24_11-43/cam1.avi;8928;stop_1398984732.avi;6
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984266.avi_image7.png;stop;1100;343;1164;419;training/2014-04-24_11-43/cam1.avi;2473;stop_1398984266.avi;36
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988202.avi_image2.png;stop;377;447;412;483;training/2014-05-01_10-40/cam1.avi;9339;stop_1398988202.avi;11
2014-07-10_12-25/1/frameAnnotations-1.avi_annotations/stop_1405106434.avi_image1.png;stop;813;452;846;484;training/2014-07-10_12-25/1/1.avi;4035;stop_1405106434.avi;6
2014-07-11_13-17/1/frameAnnotations-1.avi_annotations/stop_1405362029.avi_image3.png;stop;1093;402;1143;457;training/2014-07-11_13-17/1/1.avi;7930;stop_1405362029.avi;16
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404941953.avi_image12.png;stop;195;379;266;454;training/2014-05-01_16-29/2/2.avi;3007;stop_1404941953.avi;61
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404941897.avi_image14.png;stop;930;413;984;466;training/2014-05-01_16-29/2/2.avi;2405;stop_1404941897.avi;85
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404942178.avi_image4.png;stop;240;428;302;489;training/2014-05-01_16-29/2/2.avi;7093;stop_1404942178.avi;21
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984396.avi_image12.png;stop;1097;359;1158;439;training/2014-04-24_11-43/cam1.avi;3874;stop_1398984396.avi;61
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993494.avi_image20.png;stop;811;331;911;430;training/2014-05-01_11-40/cam1.avi;9781;stop_1398993494.avi;101
2014-07-10_12-25/1/frameAnnotations-1.avi_annotations/stop_1405106680.avi_image5.png;stop;959;423;1004;470;training/2014-07-10_12-25/1/1.avi;8789;stop_1405106680.avi;26
2014-05-01_16-29/1/frameAnnotations-1.avi_annotations/stop_1404941103.avi_image2.png;stop;909;395;968;455;training/2014-05-01_16-29/1.avi;3622;stop_1404941103.avi;11
2014-05-01_11-00/frameAnnotations-cam1.avi_annotations/stop_1398991000.avi_image5.png;stop;515;418;571;481;training/2014-05-01_11-00/cam1.avi;4434;stop_1398991000.avi;26
2014-07-11_12-12/2/frameAnnotations-2.avi_annotations/stop_1405118861.avi_image9.png;stop;1107;274;1220;402;training/2014-07-11_12-12/2/2.avi;5692;stop_1405118861.avi;46
2014-05-01_16-29/1/frameAnnotations-1.avi_annotations/stop_1404941242.avi_image7.png;stop;1118;396;1191;463;training/2014-05-01_16-29/1.avi;5675;stop_1404941242.avi;36
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812679.avi_image11.png;stop;825;371;881;429;training/2014-04-24_10-59/cam1.avi;8304;stop_1398812679.avi;56
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812002.avi_image6.png;stop;1056;415;1114;473;training/2014-04-24_10-59/cam1.avi;2265;stop_1398812002.avi;31
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043501.avi_image4.png;stop;719;417;761;462;training/2014-07-10_12-00/1/1.avi;1066;stop_1405043501.avi;21
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812846.avi_image7.png;stop;818;362;891;436;training/2014-04-24_10-59/cam1.avi;11548;stop_1398812846.avi;36
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404942178.avi_image7.png;stop;191;416;257;483;training/2014-05-01_16-29/2/2.avi;7108;stop_1404942178.avi;36
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398811992.avi_image1.png;stop;758;420;784;446;training/2014-04-24_10-59/cam1.avi;1930;stop_1398811992.avi;6
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812516.avi_image6.png;stop;184;397;230;450;training/2014-04-24_10-59/cam1.avi;6970;stop_1398812516.avi;31
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993352.avi_image5.png;stop;798;462;846;514;training/2014-05-01_11-40/cam1.avi;6191;stop_1398993352.avi;26
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984254.avi_image2.png;stop;787;406;825;446;training/2014-04-24_11-43/cam1.avi;2113;stop_1398984254.avi;11
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043512.avi_image4.png;stop;1056;460;1104;509;training/2014-07-10_12-00/1/1.avi;1384;stop_1405043512.avi;21
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043512.avi_image1.png;stop;865;470;904;509;training/2014-07-10_12-00/1/1.avi;1369;stop_1405043512.avi;6
2014-07-11_13-25/frameAnnotations-cam1.avi_annotations/stop_1405371630.avi_image3.png;stop;928;428;966;467;training/2014-07-11_13-25/cam1.avi;2317;stop_1405371630.avi;16
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988378.avi_image5.png;stop;782;411;843;474;training/2014-05-01_10-40/cam1.avi;10700;stop_1398988378.avi;26
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043628.avi_image1.png;stop;842;430;886;474;training/2014-07-10_12-00/1/1.avi;3540;stop_1405043628.avi;6
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984376.avi_image0.png;stop;757;447;787;479;training/2014-04-24_11-43/cam1.avi;3272;stop_1398984376.avi;1
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984963.avi_image3.png;stop;778;450;815;490;training/2014-04-24_11-43/cam1.avi;12319;stop_1398984963.avi;16
2014-07-11_13-25/frameAnnotations-cam1.avi_annotations/stop_1405371814.avi_image1.png;stop;927;441;963;481;training/2014-07-11_13-25/cam1.avi;6543;stop_1405371814.avi;6
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984963.avi_image8.png;stop;896;394;960;461;training/2014-04-24_11-43/cam1.avi;12344;stop_1398984963.avi;41
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398987796.avi_image0.png;stop;640;466;671;499;training/2014-05-01_10-40/cam1.avi;6243;stop_1398987796.avi;1
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/pedestrianCrossing_1398812764.avi_image2.png;stop;813;398;860;450;training/2014-04-24_10-59/cam1.avi;9851;pedestrianCrossing_1398812764.avi;11
2014-05-01_11-00/frameAnnotations-cam1.avi_annotations/stop_1398991202.avi_image1.png;stop;748;445;802;505;training/2014-05-01_11-00/cam1.avi;7779;stop_1398991202.avi;6
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988424.avi_image1.png;stop;593;448;639;500;training/2014-05-01_10-40/cam1.avi;11252;stop_1398988424.avi;6
2014-04-24_10-59/frameAnnotations-cam1-2.avi_annotations/stop_1399493652.avi_image2.png;stop;831;412;875;457;training/2014-04-24_10-59/cam1-2.avi;4830;stop_1399493652.avi;11
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404942178.avi_image3.png;stop;907;440;952;488;training/2014-05-01_16-29/2/2.avi;7088;stop_1404942178.avi;16
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993494.avi_image3.png;stop;633;439;672;477;training/2014-05-01_11-40/cam1.avi;9696;stop_1398993494.avi;16
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404941897.avi_image26.png;stop;174;370;237;437;training/2014-05-01_16-29/2/2.avi;2477;stop_1404941897.avi;157
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812862.avi_image0.png;stop;758;417;776;443;training/2014-04-24_10-59/cam1.avi;11948;stop_1398812862.avi;1
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398992997.avi_image13.png;stop;902;401;980;479;training/2014-05-01_11-40/cam1.avi;710;stop_1398992997.avi;66
2014-07-09_17-38/1/frameAnnotations-1.avi_annotations/stop_1405034255.avi_image6.png;stop;840;360;904;427;training/2014-07-09_17-38/1/1.avi;1802;stop_1405034255.avi;31
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984937.avi_image11.png;stop;892;344;980;447;training/2014-04-24_11-43/cam1.avi;11897;stop_1398984937.avi;56
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043813.avi_image3.png;stop;1040;380;1098;443;training/2014-07-10_12-00/1/1.avi;7648;stop_1405043813.avi;16
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404942178.avi_image7.png;stop;950;431;1000;487;training/2014-05-01_16-29/2/2.avi;7108;stop_1404942178.avi;36
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812862.avi_image4.png;stop;841;412;861;449;training/2014-04-24_10-59/cam1.avi;11968;stop_1398812862.avi;21
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812679.avi_image13.png;stop;868;354;929;418;training/2014-04-24_10-59/cam1.avi;8314;stop_1398812679.avi;66
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993352.avi_image8.png;stop;804;456;852;508;training/2014-05-01_11-40/cam1.avi;6206;stop_1398993352.avi;41
2014-05-01_11-00/frameAnnotations-cam1.avi_annotations/stop_1398990984.avi_image3.png;stop;845;459;883;494;training/2014-05-01_11-00/cam1.avi;4183;stop_1398990984.avi;16
2014-07-11_13-47/frameAnnotations-cam1.avi_annotations/stop_1405372399.avi_image1.png;stop;934;353;983;402;training/2014-07-11_13-47/cam1.avi;1919;stop_1405372399.avi;6
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404941897.avi_image3.png;stop;828;438;866;477;training/2014-05-01_16-29/2/2.avi;2339;stop_1404941897.avi;19
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043521.avi_image6.png;stop;945;391;1003;450;training/2014-07-10_12-00/1/1.avi;1879;stop_1405043521.avi;31
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404942178.avi_image14.png;stop;1098;555;1156;617;training/2014-05-01_16-29/2/2.avi;7143;stop_1404942178.avi;71
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398992997.avi_image4.png;stop;736;453;778;494;training/2014-05-01_11-40/cam1.avi;665;stop_1398992997.avi;21
2014-05-01_11-00/frameAnnotations-cam1.avi_annotations/stop_1398991000.avi_image8.png;stop;391;356;477;449;training/2014-05-01_11-00/cam1.avi;4449;stop_1398991000.avi;41
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988520.avi_image6.png;stop;739;412;801;482;training/2014-05-01_10-40/cam1.avi;13003;stop_1398988520.avi;31
2014-05-01_11-00/frameAnnotations-cam1.avi_annotations/stop_1398990984.avi_image0.png;stop;802;472;836;503;training/2014-05-01_11-00/cam1.avi;4168;stop_1398990984.avi;1
2014-04-24_10-59/frameAnnotations-cam1-2.avi_annotations/stop_1399493652.avi_image3.png;stop;859;406;903;451;training/2014-04-24_10-59/cam1-2.avi;4835;stop_1399493652.avi;16
2014-04-24_10-59/frameAnnotations-cam1-2.avi_annotations/stop_1399493548.avi_image6.png;stop;1052;401;1091;448;training/2014-04-24_10-59/cam1-2.avi;1327;stop_1399493548.avi;31
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404941897.avi_image3.png;stop;379;437;416;473;training/2014-05-01_16-29/2/2.avi;2339;stop_1404941897.avi;19
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812648.avi_image6.png;stop;863;408;898;442;training/2014-04-24_10-59/cam1.avi;7898;stop_1398812648.avi;31
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988348.avi_image2.png;stop;975;429;1015;474;training/2014-05-01_10-40/cam1.avi;10314;stop_1398988348.avi;11
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812679.avi_image17.png;stop;1010;310;1089;404;training/2014-04-24_10-59/cam1.avi;8334;stop_1398812679.avi;86
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988424.avi_image4.png;stop;778;413;846;476;training/2014-05-01_10-40/cam1.avi;11267;stop_1398988424.avi;21
2014-05-01_17-03/2/frameAnnotations-2.avi_annotations/stop_1404948342.avi_image6.png;stop;940;407;998;467;training/2014-05-01_17-03/2/2.avi;1117;stop_1404948342.avi;31
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398987810.avi_image6.png;stop;827;389;881;445;training/2014-05-01_10-40/cam1.avi;6719;stop_1398987810.avi;31
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043648.avi_image1.png;stop;974;385;1029;444;training/2014-07-10_12-00/1/1.avi;4046;stop_1405043648.avi;6
2014-07-09_17-38/1/frameAnnotations-1.avi_annotations/stop_1405034318.avi_image11.png;stop;1084;357;1154;430;training/2014-07-09_17-38/1/1.avi;2551;stop_1405034318.avi;56
2014-07-11_12-50/2/frameAnnotations-2.avi_annotations/stop_1405359795.avi_image0.png;stop;81;466;120;508;training/2014-07-11_12-50/2/2.avi;8472;stop_1405359795.avi;1
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043874.avi_image5.png;stop;986;396;1043;457;training/2014-07-10_12-00/1/1.avi;8841;stop_1405043874.avi;26
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404942178.avi_image10.png;stop;1005;550;1055;598;training/2014-05-01_16-29/2/2.avi;7123;stop_1404942178.avi;51
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812048.avi_image8.png;stop;1092;255;1165;350;training/2014-04-24_10-59/cam1.avi;2831;stop_1398812048.avi;41
2014-07-11_13-25/frameAnnotations-cam1.avi_annotations/stop_1405371717.avi_image3.png;stop;773;428;810;467;training/2014-07-11_13-25/cam1.avi;5051;stop_1405371717.avi;16
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984910.avi_image0.png;stop;778;444;813;481;training/2014-04-24_11-43/cam1.avi;11321;stop_1398984910.avi;1
2014-05-01_16-29/1/frameAnnotations-1.avi_annotations/stop_1404941103.avi_image0.png;stop;804;426;843;468;training/2014-05-01_16-29/1.avi;3612;stop_1404941103.avi;1
2014-05-01_11-00/frameAnnotations-cam1.avi_annotations/stop_1398990984.avi_image6.png;stop;924;412;987;477;training/2014-05-01_11-00/cam1.avi;4198;stop_1398990984.avi;31
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988520.avi_image10.png;stop;943;293;1078;454;training/2014-05-01_10-40/cam1.avi;13023;stop_1398988520.avi;51
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984716.avi_image0.png;stop;764;435;791;463;training/2014-04-24_11-43/cam1.avi;8645;stop_1398984716.avi;1
2014-07-11_13-25/frameAnnotations-cam1.avi_annotations/stop_1405371717.avi_image9.png;stop;800;381;857;438;training/2014-07-11_13-25/cam1.avi;5081;stop_1405371717.avi;46
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043813.avi_image1.png;stop;928;413;974;459;training/2014-07-10_12-00/1/1.avi;7638;stop_1405043813.avi;6
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812478.avi_image9.png;stop;120;382;166;438;training/2014-04-24_10-59/cam1.avi;6650;stop_1398812478.avi;46
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812905.avi_image1.png;stop;824;396;860;434;training/2014-04-24_10-59/cam1.avi;12618;stop_1398812905.avi;6
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398984963.avi_image5.png;stop;797;404;844;455;training/2014-04-24_11-43/cam1.avi;12329;stop_1398984963.avi;26
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404941953.avi_image5.png;stop;1129;409;1180;467;training/2014-05-01_16-29/2/2.avi;2972;stop_1404941953.avi;26
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398812846.avi_image3.png;stop;749;392;801;449;training/2014-04-24_10-59/cam1.avi;11528;stop_1398812846.avi;16
2014-05-01_10-40/frameAnnotations-cam1.avi_annotations/stop_1398988424.avi_image0.png;stop;560;455;596;497;training/2014-05-01_10-40/cam1.avi;11247;stop_1398988424.avi;1
2014-07-10_12-00/1/frameAnnotations-1.avi_annotations/stop_1405043905.avi_image5.png;stop;884;357;956;433;training/2014-07-10_12-00/1/1.avi;9389;stop_1405043905.avi;26
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404942178.avi_image5.png;stop;224;423;283;486;training/2014-05-01_16-29/2/2.avi;7098;stop_1404942178.avi;26
2014-07-11_12-12/1/frameAnnotations-1.avi_annotations/stop_1405117986.avi_image2.png;stop;869;464;906;505;training/2014-07-11_12-12/1/1.avi;1071;stop_1405117986.avi;11
2014-04-24_10-59/frameAnnotations-cam1.avi_annotations/stop_1398813081.avi_image6.png;stop;897;376;945;427;training/2014-04-24_10-59/cam1.avi;14278;stop_1398813081.avi;31
2014-05-01_11-40/frameAnnotations-cam1.avi_annotations/stop_1398993557.avi_image9.png;stop;978;351;1062;436;training/2014-05-01_11-40/cam1.avi;10900;stop_1398993557.avi;46
2014-05-01_16-29/2/frameAnnotations-2.avi_annotations/stop_1404941953.avi_image13.png;stop;174;369;245;454;training/2014-05-01_16-29/2/2.avi;3012;stop_1404941953.avi;66
2014-07-11_12-12/1/frameAnnotations-1.avi_annotations/stop_1405118357.avi_image0.png;stop;867;472;897;509;training/2014-07-11_12-12/1/1.avi;7833;stop_1405118357.avi;1
2014-07-10_12-25/1/frameAnnotations-1.avi_annotations/stop_1405106434.avi_image3.png;stop;823;431;860;468;training/2014-07-10_12-25/1/1.avi;4045;stop_1405106434.avi;16
2014-04-24_11-43/frameAnnotations-cam1.avi_annotations/stop_1398985027.avi_image0.png;stop;688;428;735;476;training/2014-04-24_11-43/cam1.avi;13264;stop_1398985027.avi;1
